equity,returns
100000.0,0.0
100046.15739672282,0.00046157396722817793
100096.69974613433,0.0005051903114188466
100077.31363951073,-0.00019367378417835685
100220.40156935148,0.001429773888177802
100149.54996538196,-0.000706957893403526
99987.76828986846,-0.0016154009236129478
99991.46088160628,3.6930434601959245e-05
99964.22801753982,-0.00027235189711557887
99931.91783983383,-0.0003232173983309675
99939.5338102931,7.621159109023045e-05
100211.17009000693,0.002718006271966934
100246.24971151627,0.00035005699941269736
100375.02884837295,0.0012846279758821648
100480.267712901,0.0010484566304535638
100488.5760443111,8.268619898434841e-05
100377.79829217632,-0.001102391500561623
100439.18762981768,0.0006115828269382002
100377.33671820909,-0.0006158045785530597
100412.64712670205,0.00035177670226590075
100300.71543964921,-0.001114717022763128
100306.71590122317,5.982471358911073e-05
100244.63420263097,-0.0006189186639639769
100305.79275328871,0.0006100930104060798
100272.09785368106,-0.0003359217716421343
100384.95268866836,0.0011254859268226506
100266.09739210708,-0.0011839951444704202
100238.86452804062,-0.00027160590443612323
100167.55135010385,-0.000711432419676099
100146.54973459497,-0.00020966485878722382
100190.86083544888,0.00044246258080128014
100198.01523194092,7.140767563413004e-05
100117.23978767598,-0.0008061581267649327
100141.93399492269,0.0002466528971341668
100093.93030233095,-0.00047935655600750963
100043.15716593585,-0.0005072548978918464
99871.91322409417,-0.0017117006969066724
99918.99376875145,0.00047140925949458456
99930.76390491576,0.0001177967843786785
99936.0720055389,5.311778291005076e-05
99950.8423724902,0.000147798153908638
100017.53981075468,0.0006673024126792282
100048.46526655897,0.0003092003248910463
99975.76736672052,-0.000726626836751118
99933.53334871914,-0.00042244254896756046
99957.53519501499,0.00024017810129958573
100073.15947380567,0.0011567339927410255
100003.2310177706,-0.0006987733414510886
100005.53888760674,2.30779527087431e-05
99827.83291022386,-0.0017769613499368168
99887.1451650127,0.0005941454708545495
99904.91576275098,0.00017790675375624885
99863.83567966767,-0.0004111918094288031
100038.07985229633,0.0017448175452381464
100159.9353796446,0.0012180914260667536
100213.70874682668,0.0005368750187214879
100045.92660973921,-0.0016742433663576633
100219.24763443341,0.0017324146076461164
100298.86914378029,0.0007944732297064434
100218.09369951535,-0.0008053475074494867
100216.70897761366,-1.3817084825436756e-05
100197.32287099007,-0.00019344186035798194
100292.40710823909,0.0009489698379610567
100324.25571197785,0.000317557476752859
100231.47934456497,-0.0009247650705651173
100284.79113777983,0.0005318867242454864
100352.41172397877,0.0006742855564812498
100288.48372951765,-0.0006370349587307788
100275.79044541888,-0.00012656771372679553
100222.0170782368,-0.0005362547325055403
100195.24578813754,-0.00026711984930765953
100096.00738518347,-0.0009904502172080013
100051.00392337872,-0.00044960296599614235
99987.30671590123,-0.0006366473596434618
100005.07731363951,0.00017772853697098828
100042.23401800139,0.0003715481789523392
99998.84606508193,-0.00043369636179501616
99904.91576275098,-0.0009393138623801242
99830.37156704362,-0.0007461514294690687
99849.06531271637,0.0001872550946100825
99843.75721209325,-5.31612449901049e-05
99753.0579275329,-0.0009084121741100407
99843.98799907685,0.0009115517201489491
99885.76044311101,0.0004183771589185877
99870.29771520886,-0.00015480412656975444
99960.7662127856,0.0009058598967505421
99987.76828986846,0.0002701267517835637
99956.84283406415,-0.0003092923897916088
99945.76505885068,-0.00011082558131477263
100031.38702977152,0.0008566843314513787
100039.00300023079,7.613580782405068e-05
100020.30925455804,-0.00018686457393726045
100106.39279944611,0.0008606606551173512
99823.4479575352,-0.0028264412890969324
99727.44057235173,-0.0009617718797322692
99786.06046618971,0.0005878010455452697
99781.44472651742,-4.625635735813652e-05
99810.06231248558,0.0002868026820676827
99809.60073851835,-4.624523385075417e-06
99762.28940687745,-0.0004740158390658863
99624.04800369259,-0.0013857080065699666
99587.35287329795,-0.00036833607075754054
99677.59058389107,0.0009061161682641523
99551.11931687054,-0.001268803411877139
99416.33971843988,-0.0013538732598440716
99320.1015462728,-0.0009680317384410027
99256.17355181168,-0.00064365615284168
99346.4112624048,0.0009091395261778725
99171.93630279253,-0.0017562281052249423
99233.7872144011,0.0006236735301782686
99207.24671128548,-0.0002674543002000272
99326.33279483038,0.0012003768625034486
99428.80221555504,0.0010316440549187175
99508.42372490192,0.0008007891835432555
99459.0353104085,-0.0004963239557483598
99501.96168936072,0.0004315985854704
99430.18693745673,-0.0007213400689331188
99357.7198246019,-0.0007288240632637973
99428.1098546042,0.0007084505373771626
99532.42557119779,0.0010491571925296333
99567.96676667436,0.0003570815769093236
99589.8915301177,0.00022019896715094552
99435.72582506348,-0.0015480055524270228
99444.95730440803,9.283865801709639e-05
99315.48580660051,-0.0013019413082073072
99329.56381260097,0.00014175036134723445
99350.79621509346,0.00021375713007808106
99245.78813754904,-0.0010569424860680603
99237.24901915532,-8.604010864302356e-05
99361.87399030695,0.0012558285561460154
99172.62866374337,-0.0019046070586596065
99314.33187168244,0.0014288540078890018
99205.40041541657,-0.001096835212128421
99234.94114931917,0.00029777344558762635
99298.40756981306,0.0006395571938556488
99465.03577198247,0.0016780551294566918
99509.57765981999,0.00044781452589661656
99534.96422801755,0.00025511683191284525
99671.12854834988,0.0013680049155430822
99678.0521578583,6.946454413888929e-05
99670.66697438265,-7.409036709459274e-05
99748.21140087699,0.0007780064972803552
99767.13593353335,0.00018972302751688538
99758.82760212325,-8.327723686129158e-05
99825.75582737134,0.0006709002787705891
99883.45257327487,0.0005779745460010518
99939.76459727672,0.0005637773079633617
100009.00069236095,0.0006927782486102966
99920.37849065312,-0.0008861422581397174
100040.61850911609,0.0012033583166842548
100083.77567505193,0.00043139643255916564
100120.24001846295,0.0003643382073175325
100020.77082852527,-0.0009934973180181618
100086.5451188553,0.000657606313020592
100034.3872605585,-0.0005211275724909225
100029.30994691899,-5.075568290621693e-05
99940.68774521117,-0.0008859623419860946
99885.76044311101,-0.0005495990005611022
99999.53842603277,0.0011390811104307781
99905.14654973459,-0.0009439231198851673
99767.59750750057,-0.0013767963611919455
100233.32564043388,0.004668130180225016
100085.85275790445,-0.0014712959146786948
100263.78952227095,0.001777841317862478
100391.41472420955,0.0012728942577045976
100498.26909762289,0.001064377603472239
100615.9704592661,0.001171177998387961
100699.2845603508,0.0008280405258172441
100677.35979690745,-0.00021772511631118916
100549.50380798524,-0.0012699577062820055
100520.88622201708,-0.00028461190641778923
100661.20470805447,0.001395913738041176
100839.60304638819,0.0017722650831680684
100940.45695822756,0.001000141896561935
100897.53057927534,-0.0004252643612460285
100786.98361412417,-0.0010956359835220125
100624.27879067621,-0.0016143436147558012
100628.8945303485,4.5871033589086274e-05
100591.96861297023,-0.0003669514362708868
100765.52042464806,0.0017253048535670883
100748.90376182784,-0.00016490425246843158
100738.5183475652,-0.00010308215647872669
100568.6591276252,-0.001686139747995473
100615.04731133164,0.0004612588465316195
100642.97253634896,0.0002775452157857385
100695.82275559659,0.0005251257779428374
100754.67343641819,0.0005844401407240447
100829.44841910916,0.0007421490253567087
100765.05885068083,-0.0006385988363309466
100728.36372028617,-0.00036416522565656544
100779.82921763213,0.0005109335190718457
101112.16247403646,0.003297616784869423
101080.31387029772,-0.0003149829156005483
100933.53334871914,-0.0014521177859312987
100989.15301177013,0.0005510523728405737
100991.23009462266,2.0567385611059656e-05
101001.6155088853,0.00010283481301204481
100948.99607662128,-0.0005209761447765472
100947.6113547196,-1.3717044799773968e-05
100985.46042003231,0.00037493770090022744
101114.4703438726,0.0012775098841327796
101111.70090006923,-2.7389193593623145e-05
101303.25409646895,0.0018944711115980136
101212.78559889222,-0.0008930463131083549
101036.92591737826,-0.0017375243698053659
101133.16408954535,0.0009525049509699086
101198.47680590815,0.0006458090869675503
101237.24901915532,0.0003831304034499511
101597.04592660975,0.0035539972780803787
101312.0240018463,-0.002805415474081229
101215.09346872836,-0.0009567525086278839
101241.17239787675,0.0002576584998802924
101225.70966997462,-0.00015273161635632405
101640.6646665128,0.004099304395010546
100950.15001153936,-0.006793684961024763
100986.15278098316,0.00035663908810128295
100980.61389337642,-5.484799107811515e-05
100961.92014770367,-0.0001851221234650527
101158.5506577429,0.0019475710223376423
100913.4548811447,-0.002422887388209549
100935.37964458804,0.00021726303463858436
100942.99561504732,7.545392394707533e-05
101006.69282252481,0.0006310215690488337
101099.6999769213,0.0009208018973545371
101165.47426725132,0.0006505883830025096
101065.08192937919,-0.000992357705030162
101002.53865681976,-0.000618841556009743
101033.00253865682,0.0003016150112876558
101164.32033233326,0.0012997514710720018
101228.24832679438,0.0006319223442722705
101083.54488806831,-0.0014294768616258146
101016.61666282022,-0.000662108014931634
100856.68128317563,-0.0015832581304760637
100791.13777982922,-0.0006498677381855858
100804.29263789523,0.00013051601912399997
100888.06831294716,0.0008310724956214736
100951.53473344103,0.0006290775664076195
100767.13593353334,-0.0018266071971524862
100865.45118855296,0.0009756678515153391
100858.29679206092,-7.093009953098724e-05
100721.20932379414,-0.0013592086385258988
100796.44588045235,0.0007469782895113378
101014.30879298408,0.002161414627556714
101058.15831987075,0.00043409223317591745
100801.75398107547,-0.0025371958390900964
100483.49873067159,-0.0031572392129568016
100089.54534964229,-0.0039205778660756025
100105.23886452804,0.00015679474645365947
100014.07800600046,-0.0009106502273167758
99984.99884606508,-0.00029075066745742255
99812.37018232171,-0.0017265456392027525
99878.60604661897,0.0006636037615003495
99949.2268636049,0.000707066505843787
99897.29979229171,-0.0005195344970906732
99803.13870297716,-0.0009425789236579641
99755.82737133626,-0.0004740465305575462
99817.90906992846,0.0006223365614632529
99953.15024232633,0.0013548788354515464
100028.84837295176,0.0007573361163896145
100070.39003000231,0.0004152967641460991
100101.3154858066,0.00030903702678701143
100212.09323794139,0.0011066563071341067
100073.85183475653,-0.0013794882305933167
100026.0789291484,-0.000477376504773826
100035.54119547657,9.459799313816435e-05
100086.5451188553,0.0005098580241502309
99832.67943687976,-0.0025364616360178047
99509.57765981999,-0.003236432988499048
99718.67066697439,0.002101234997390875
99811.44703438727,0.0009303811090976212
99666.97438264482,-0.0014474557381446273
99728.13293330256,0.0006136290485044466
99020.07846757444,-0.007099846802523312
98807.52365566582,-0.0021465829476010794
98838.91068543734,0.00031765829777192914
98936.53357950613,0.0009876969848390943
98701.82321717056,-0.0023723325837664423
98755.13501038542,0.0005401297714385631
98428.57142857143,-0.0033068010263936436
98805.4465728133,0.0038289201882336795
98854.83498730672,0.0004998551821435386
98753.98107546734,-0.0010202223477721842
98775.67505192707,0.00021967698135789827
98674.12877913685,-0.0010280493931004362
98713.82414031848,0.00040228742500963375
98871.45165012694,0.0015968129203909323
98931.68705285022,0.0006092294764360549
98925.68659127626,-6.065257505165568e-05
98893.60720055389,-0.00032427766566746786
98829.67920609277,-0.0006464320219554181
