equity,returns
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
100000,0.0
