symbol,type,entry_time,entry_price,exit_time,exit_price,units,pnl,pnl_pct,holding_hours,exit_reason,signal_quality
USDJPY,long,2024-07-01 00:00:00,160.909,2024-07-01 16:00:00,161.563,5000.0,3269.999999999982,0.004064409075937308,16.0,quick_profit_20pips,0.7000000000000001
USDCHF,short,2024-07-01 08:00:00,0.9002,2024-07-02 12:00:00,0.90378,10000.0,-35.800000000000274,-0.0039768940235503526,28.0,time_stop_24h,0.7666666666666666
GBPUSD,short,2024-07-01 16:00:00,1.26457,2024-07-02 12:00:00,1.26557,10000.0,-10.000000000001119,-0.0007907826375764979,20.0,stop_loss,0.8000000000000002
GBPUSD,short,2024-07-02 12:00:00,1.26557,2024-07-03 16:00:00,1.2764,10000.0,-108.29999999999896,-0.008557408914560154,28.0,time_stop_24h,0.8333333333333334
USDCHF,short,2024-07-02 16:00:00,0.90466,2024-07-03 16:00:00,0.90067,5000.0,19.950000000000244,0.004410496761214212,24.0,quick_profit_20pips,0.8000000000000002
USDJPY,short,2024-07-03 12:00:00,161.919,2024-07-03 16:00:00,161.453,5000.0,2330.000000000041,0.002877982200977082,4.0,quick_profit_20pips,0.7666666666666666
USDCHF,long,2024-07-03 16:00:00,0.90067,2024-07-04 20:00:00,0.8997,10000.0,-9.699999999999154,-0.0010769760289561275,28.0,time_stop_24h,0.8000000000000002
USDJPY,short,2024-07-04 12:00:00,160.984,2024-07-05 04:00:00,160.627,5000.0,1784.9999999999966,0.0022176116881180694,16.0,quick_profit_20pips,0.7666666666666666
GBPUSD,short,2024-07-04 16:00:00,1.2759,2024-07-05 20:00:00,1.28156,10000.0,-56.59999999999998,-0.004436084332627948,28.0,time_stop_24h,0.7333333333333334
USDCHF,long,2024-07-05 08:00:00,0.89815,2024-07-08 00:00:00,0.89534,10000.0,-28.099999999999792,-0.003128653342982775,64.0,time_stop_24h,0.7666666666666666
USDJPY,short,2024-07-05 12:00:00,160.816,2024-07-08 08:00:00,160.908,10000.0,-919.9999999998454,-0.0005720823798626041,68.0,time_stop_24h,0.7666666666666666
USDCHF,long,2024-07-08 08:00:00,0.8945,2024-07-08 16:00:00,0.89702,5000.0,12.600000000000389,0.0028172163219676665,8.0,quick_profit_20pips,0.7666666666666666
USDJPY,short,2024-07-08 12:00:00,161.005,2024-07-09 16:00:00,161.389,10000.0,-3840.0000000001455,-0.0023850190987858423,28.0,time_stop_24h,0.7666666666666666
GBPUSD,short,2024-07-09 00:00:00,1.28142,2024-07-09 16:00:00,1.2785,5000.0,14.600000000000168,0.0022787220427338685,16.0,quick_profit_20pips,0.7000000000000001
USDCHF,short,2024-07-09 04:00:00,0.89835,2024-07-10 12:00:00,0.8978,10000.0,5.499999999999394,0.0006122335392663655,32.0,time_stop_24h,0.7000000000000001
GBPUSD,short,2024-07-09 16:00:00,1.2785,2024-07-10 20:00:00,1.28462,10000.0,-61.20000000000125,-0.004786859601095131,28.0,time_stop_24h,0.8000000000000002
USDJPY,short,2024-07-10 12:00:00,161.47,2024-07-11 16:00:00,158.574,5000.0,14479.999999999933,0.0179352201647364,28.0,quick_profit_20pips,0.7666666666666666
GBPUSD,short,2024-07-10 20:00:00,1.28462,2024-07-12 00:00:00,1.29192,10000.0,-72.99999999999862,-0.005682614313960441,28.0,time_stop_24h,0.7000000000000001
USDCHF,long,2024-07-11 04:00:00,0.8988,2024-07-12 08:00:00,0.8957,10000.0,-30.999999999999915,-0.0034490431686693274,28.0,time_stop_24h,0.7000000000000001
USDJPY,short,2024-07-12 00:00:00,158.498,2024-07-12 16:00:00,157.924,5000.0,2869.999999999919,0.003621496801221365,16.0,quick_profit_20pips,0.7000000000000001
USDJPY,short,2024-07-12 16:00:00,157.924,2024-07-15 00:00:00,158.248,10000.0,-3239.9999999998386,-0.0020516197664698452,56.0,time_stop_24h,0.7333333333333334
USDCHF,long,2024-07-12 08:00:00,0.8957,2024-07-15 04:00:00,0.8955,10000.0,-2.00000000000089,-0.00022328904767231103,68.0,time_stop_24h,0.7666666666666666
USDCHF,long,2024-07-15 04:00:00,0.8955,2024-07-16 08:00:00,0.8946,10000.0,-9.000000000000119,-0.001005025125628154,28.0,time_stop_24h,0.7000000000000001
GBPUSD,long,2024-07-15 12:00:00,1.2974,2024-07-16 16:00:00,1.29556,10000.0,-18.400000000000638,-0.0014182210574996638,28.0,time_stop_24h,0.7666666666666666
USDJPY,short,2024-07-15 16:00:00,157.892,2024-07-16 20:00:00,158.382,10000.0,-4900.000000000091,-0.0031033871253768977,28.0,time_stop_24h,0.7333333333333334
USDJPY,short,2024-07-17 00:00:00,158.345,2024-07-17 08:00:00,156.993,5000.0,6760.000000000019,0.008538318229183137,8.0,quick_profit_20pips,0.7000000000000001
USDCHF,long,2024-07-16 08:00:00,0.8946,2024-07-17 12:00:00,0.8863,10000.0,-82.99999999999974,-0.009277889559579672,28.0,time_stop_24h,0.7666666666666666
GBPUSD,short,2024-07-16 16:00:00,1.29556,2024-07-17 20:00:00,1.30073,10000.0,-51.699999999998965,-0.003990552348019309,28.0,time_stop_24h,0.8000000000000002
USDJPY,short,2024-07-17 16:00:00,156.563,2024-07-17 20:00:00,156.181,5000.0,1909.999999999883,0.0024399123675451838,4.0,quick_profit_20pips,0.7333333333333334
GBPUSD,short,2024-07-18 00:00:00,1.3009,2024-07-18 12:00:00,1.29821,5000.0,13.449999999999296,0.0020677992159273267,12.0,quick_profit_20pips,0.7000000000000001
USDCHF,long,2024-07-17 12:00:00,0.8863,2024-07-18 16:00:00,0.88577,10000.0,-5.3000000000003045,-0.0005979916506826475,28.0,time_stop_24h,0.8333333333333334
GBPUSD,short,2024-07-18 12:00:00,1.29821,2024-07-18 20:00:00,1.29453,5000.0,18.400000000000638,0.002834672356552582,8.0,quick_profit_20pips,0.8333333333333334
USDJPY,short,2024-07-18 16:00:00,156.985,2024-07-19 20:00:00,157.501,10000.0,-5159.999999999911,-0.0032869382425071893,28.0,time_stop_24h,0.7333333333333334
GBPUSD,short,2024-07-18 20:00:00,1.29453,2024-07-19 20:00:00,1.29105,5000.0,17.399999999999636,0.0026882343398761926,24.0,quick_profit_20pips,0.7000000000000001
USDCHF,long,2024-07-19 00:00:00,0.88748,2024-07-22 00:00:00,0.8879,10000.0,4.1999999999997595,0.0004732501014107089,72.0,time_stop_24h,0.7000000000000001
GBPUSD,short,2024-07-19 20:00:00,1.29105,2024-07-22 00:00:00,1.2931,10000.0,-20.499999999998852,-0.0015878548468300107,52.0,time_stop_24h,0.7000000000000001
USDCHF,long,2024-07-23 04:00:00,0.8887,2024-07-23 12:00:00,0.8912,5000.0,12.499999999999734,0.0028130977832788867,8.0,quick_profit_20pips,0.7000000000000001
GBPUSD,short,2024-07-23 00:00:00,1.29318,2024-07-23 20:00:00,1.2903,5000.0,14.399999999999968,0.0022270681575650673,20.0,quick_profit_20pips,0.7000000000000001
USDJPY,short,2024-07-23 12:00:00,156.164,2024-07-23 20:00:00,155.633,5000.0,2654.999999999887,0.0034002715094386513,8.0,quick_profit_20pips,0.8333333333333334
