symbol,type,entry_time,entry_price,exit_time,exit_price,units,pnl,pnl_pct,holding_hours,exit_reason,signal_quality
USDJPY,long,2024-07-01 00:00:00,160.909,2024-07-01 04:00:00,161.044,10000.0,1350.0000000001933,0.0008389835248495693,4.0,signal_reversal,0.7000000000000001
USDCHF,short,2024-07-01 00:00:00,0.90014,2024-07-03 00:00:00,0.90366,10000.0,-35.199999999999676,-0.003910502810673859,48.0,max_time,0.7000000000000001
GBPUSD,short,2024-07-01 00:00:00,1.26479,2024-07-03 00:00:00,1.2689,10000.0,-41.09999999999836,-0.0032495513089128123,48.0,max_time,0.6333333333333333
USDJPY,short,2024-07-01 04:00:00,161.044,2024-07-03 04:00:00,161.621,10000.0,-5769.999999999982,-0.00358287176175454,48.0,max_time,0.6333333333333333
USDCHF,short,2024-07-03 00:00:00,0.90366,2024-07-03 12:00:00,0.90325,10000.0,4.100000000000215,0.00045371046632585425,12.0,signal_reversal,0.6333333333333333
GBPUSD,long,2024-07-03 04:00:00,1.2686,2024-07-03 12:00:00,1.27052,10000.0,19.200000000001438,0.0015134794261391644,8.0,signal_reversal,0.5666666666666667
EURUSD,long,2024-07-01 16:00:00,1.07263,2024-07-03 16:00:00,1.07986,10000.0,72.3000000000007,0.0067404417180202585,48.0,max_time,0.6666666666666666
GBPUSD,short,2024-07-03 12:00:00,1.27052,2024-07-03 16:00:00,1.2764,10000.0,-58.79999999999885,-0.004628026319931906,4.0,signal_reversal,0.7000000000000001
GBPUSD,long,2024-07-03 16:00:00,1.2764,2024-07-04 08:00:00,1.27534,10000.0,-10.600000000000609,-0.0008304606706362119,16.0,signal_reversal,0.7333333333333334
USDCHF,long,2024-07-03 12:00:00,0.90325,2024-07-05 00:00:00,0.90031,10000.0,-29.399999999999427,-0.0032549128148352535,36.0,signal_reversal,0.7666666666666666
USDJPY,short,2024-07-03 04:00:00,161.621,2024-07-05 04:00:00,160.627,10000.0,9939.999999999998,0.006150190878660569,48.0,max_time,0.6333333333333333
USDCHF,short,2024-07-05 00:00:00,0.90031,2024-07-05 04:00:00,0.8983,10000.0,20.100000000000673,0.002232564338949992,4.0,signal_reversal,0.6333333333333333
GBPUSD,short,2024-07-04 08:00:00,1.27534,2024-07-08 00:00:00,1.28065,10000.0,-53.10000000000148,-0.004163595590195672,88.0,max_time,0.6333333333333333
USDCHF,long,2024-07-05 04:00:00,0.8983,2024-07-08 00:00:00,0.89534,10000.0,-29.599999999999625,-0.0032951129912055692,68.0,max_time,0.7000000000000001
USDJPY,short,2024-07-05 04:00:00,160.627,2024-07-08 00:00:00,160.637,10000.0,-99.99999999990905,-6.225603416605492e-05,68.0,max_time,0.6333333333333333
USDJPY,long,2024-07-08 00:00:00,160.637,2024-07-08 04:00:00,160.513,10000.0,-1239.9999999999523,-0.0007719267665606007,4.0,signal_reversal,0.6333333333333333
GBPUSD,short,2024-07-08 04:00:00,1.2814,2024-07-08 12:00:00,1.28341,10000.0,-20.099999999998452,-0.0015685968471982558,8.0,signal_reversal,0.5666666666666667
GBPUSD,long,2024-07-08 12:00:00,1.28341,2024-07-08 20:00:00,1.28086,10000.0,-25.499999999998302,-0.0019868942894319275,8.0,signal_reversal,0.7000000000000001
USDJPY,short,2024-07-08 04:00:00,160.513,2024-07-09 00:00:00,160.817,10000.0,-3040.0000000000205,-0.0018939275946496673,20.0,signal_reversal,0.6333333333333333
USDCHF,long,2024-07-08 00:00:00,0.89534,2024-07-09 04:00:00,0.89835,10000.0,30.09999999999957,0.003361851363727698,28.0,signal_reversal,0.6333333333333333
USDJPY,long,2024-07-09 00:00:00,160.817,2024-07-09 04:00:00,161.046,10000.0,2289.99999999985,0.0014239788082104814,4.0,signal_reversal,0.7000000000000001
USDCHF,short,2024-07-09 04:00:00,0.89835,2024-07-09 16:00:00,0.8977,10000.0,6.499999999999284,0.0007235487282238865,12.0,signal_reversal,0.7000000000000001
USDJPY,short,2024-07-09 04:00:00,161.046,2024-07-10 00:00:00,161.309,10000.0,-2630.0000000000523,-0.0016330737801622222,20.0,signal_reversal,0.6333333333333333
USDJPY,long,2024-07-10 00:00:00,161.309,2024-07-10 04:00:00,161.436,10000.0,1270.0000000000955,0.0007873088296375872,4.0,signal_reversal,0.6333333333333333
USDCHF,long,2024-07-09 16:00:00,0.8977,2024-07-10 16:00:00,0.89911,10000.0,14.099999999999113,0.0015706806282721525,24.0,signal_reversal,0.7333333333333334
GBPUSD,short,2024-07-08 20:00:00,1.28086,2024-07-10 20:00:00,1.28462,10000.0,-37.59999999999985,-0.002935527692331703,48.0,max_time,0.5666666666666667
USDCHF,short,2024-07-10 16:00:00,0.89911,2024-07-10 20:00:00,0.8994,10000.0,-2.9000000000001247,-0.00032254117961096247,4.0,signal_reversal,0.6666666666666666
EURUSD,long,2024-07-09 16:00:00,1.0811,2024-07-11 16:00:00,1.08693,10000.0,58.30000000000002,0.005392655628526503,48.0,max_time,0.6666666666666666
GBPUSD,short,2024-07-10 20:00:00,1.28462,2024-07-11 16:00:00,1.29153,10000.0,-69.09999999999971,-0.005379022590337976,20.0,signal_reversal,0.7000000000000001
GBPUSD,long,2024-07-11 16:00:00,1.29153,2024-07-11 20:00:00,1.29131,10000.0,-2.20000000000109,-0.00017034060378009723,4.0,signal_reversal,0.6666666666666666
USDJPY,short,2024-07-10 04:00:00,161.436,2024-07-12 04:00:00,159.202,10000.0,22340.000000000087,0.013838301246314383,48.0,max_time,0.6333333333333333
GBPUSD,short,2024-07-11 20:00:00,1.29131,2024-07-12 16:00:00,1.29854,10000.0,-72.3000000000007,-0.00559896539173403,20.0,signal_reversal,0.5666666666666667
USDCHF,long,2024-07-10 20:00:00,0.8994,2024-07-12 20:00:00,0.8941,10000.0,-52.999999999999716,-0.005892817433844753,48.0,max_time,0.5666666666666667
USDJPY,short,2024-07-12 04:00:00,159.202,2024-07-15 00:00:00,158.248,10000.0,9540.000000000076,0.0059923870303137386,68.0,max_time,0.7000000000000001
GBPUSD,long,2024-07-12 16:00:00,1.29854,2024-07-15 00:00:00,1.2968,10000.0,-17.400000000000748,-0.0013399664238298973,56.0,max_time,0.6666666666666666
USDCHF,long,2024-07-12 20:00:00,0.8941,2024-07-15 00:00:00,0.89691,10000.0,28.099999999999792,0.0031428251873392007,52.0,max_time,0.7000000000000001
USDJPY,long,2024-07-15 00:00:00,158.248,2024-07-15 04:00:00,157.956,10000.0,-2920.000000000016,-0.0018452049946918862,4.0,signal_reversal,0.6333333333333333
USDJPY,short,2024-07-15 04:00:00,157.956,2024-07-16 00:00:00,158.128,10000.0,-1719.9999999999704,-0.0010889108359289743,20.0,signal_reversal,0.6333333333333333
GBPUSD,long,2024-07-15 08:00:00,1.29833,2024-07-16 00:00:00,1.29694,10000.0,-13.900000000000023,-0.0010706060862800692,16.0,signal_reversal,0.6999999999999998
USDJPY,long,2024-07-16 00:00:00,158.128,2024-07-16 04:00:00,158.633,10000.0,5050.000000000238,0.003193615298998431,4.0,signal_reversal,0.7000000000000001
USDCHF,long,2024-07-15 00:00:00,0.89691,2024-07-17 00:00:00,0.89338,10000.0,-35.30000000000033,-0.003935734912087091,48.0,max_time,0.7000000000000001
USDCHF,long,2024-07-17 00:00:00,0.89338,2024-07-17 20:00:00,0.8834,10000.0,-99.79999999999988,-0.011171058228301495,20.0,stop_loss,0.7000000000000001
GBPUSD,short,2024-07-16 00:00:00,1.29694,2024-07-18 00:00:00,1.3009,10000.0,-39.59999999999964,-0.0030533409409841347,48.0,max_time,0.7000000000000001
USDJPY,short,2024-07-16 04:00:00,158.633,2024-07-18 00:00:00,155.646,10000.0,29870.000000000233,0.018829625613838375,44.0,signal_reversal,0.6333333333333333
USDJPY,long,2024-07-18 00:00:00,155.646,2024-07-18 04:00:00,156.445,10000.0,7990.0000000000655,0.005133443840509917,4.0,signal_reversal,0.7000000000000001
EURUSD,long,2024-07-16 16:00:00,1.08847,2024-07-18 16:00:00,1.09131,10000.0,28.399999999999537,0.002609166995874901,48.0,max_time,0.6666666666666666
USDJPY,short,2024-07-18 04:00:00,156.445,2024-07-19 00:00:00,157.171,10000.0,-7259.999999999991,-0.004640608520566328,20.0,signal_reversal,0.6333333333333333
USDJPY,long,2024-07-19 00:00:00,157.171,2024-07-19 04:00:00,157.375,10000.0,2040.0000000000773,0.0012979493672497326,4.0,signal_reversal,0.7000000000000001
USDCHF,long,2024-07-17 20:00:00,0.8834,2024-07-19 20:00:00,0.8887,10000.0,53.000000000000824,0.005999547203984698,48.0,max_time,0.7000000000000001
GBPUSD,short,2024-07-18 00:00:00,1.3009,2024-07-22 00:00:00,1.2931,10000.0,78.00000000000028,0.005995849027596302,96.0,max_time,0.7000000000000001
EURUSD,long,2024-07-18 16:00:00,1.09131,2024-07-22 00:00:00,1.0896,10000.0,-17.100000000001003,-0.0015669241553729924,80.0,max_time,0.6666666666666666
USDJPY,short,2024-07-19 04:00:00,157.375,2024-07-22 00:00:00,157.395,10000.0,-200.00000000010232,-0.00012708498808584737,68.0,max_time,0.6333333333333333
USDCHF,long,2024-07-19 20:00:00,0.8887,2024-07-22 00:00:00,0.8879,10000.0,-8.00000000000023,-0.0009001912906492887,52.0,max_time,0.5666666666666667
GBPUSD,short,2024-07-22 00:00:00,1.2931,2024-07-24 00:00:00,1.28998,10000.0,31.200000000000117,0.0024128064341505003,48.0,max_time,0.7000000000000001
USDJPY,short,2024-07-22 00:00:00,157.395,2024-07-24 00:00:00,155.842,10000.0,15529.999999999973,0.009866895390577828,48.0,max_time,0.7000000000000001
USDCHF,long,2024-07-22 00:00:00,0.8879,2024-07-24 00:00:00,0.89158,10000.0,36.80000000000017,0.0041446108796035774,48.0,max_time,0.7000000000000001
USDJPY,short,2024-07-24 00:00:00,155.842,2024-07-25 00:00:00,153.94,10000.0,19020.000000000153,0.012204668831252262,24.0,signal_reversal,0.7000000000000001
USDJPY,long,2024-07-25 00:00:00,153.94,2024-07-25 04:00:00,152.379,10000.0,-15610.000000000071,-0.010140314408211037,4.0,stop_loss,0.7000000000000001
USDCHF,long,2024-07-24 08:00:00,0.89043,2024-07-25 08:00:00,0.8803,10000.0,-101.30000000000084,-0.01137652594813751,24.0,stop_loss,0.7666666666666666
EURUSD,long,2024-07-23 12:00:00,1.0858,2024-07-25 12:00:00,1.08458,10000.0,-12.199999999999989,-0.0011235955056179763,48.0,max_time,0.7000000000000001
